content,confidence,start_time,end_time,type,feed
another,1.0,1497.867,1498.257,pronunciation,201811081001-444704-22956_
one,0.9754,1498.437,1498.737,pronunciation,201811081001-444704-22956_
called,0.5421,1498.747,1499.067,pronunciation,201811081001-444704-22956_
twenty,0.7627,1572.931,1573.111,pronunciation,201811081001-444704-22956_
one,0.7629,1573.111,1573.281,pronunciation,201811081001-444704-22956_
strand,0.6208,1625.841,1626.241,pronunciation,201811081001-444704-22956_
for,0.6227,1626.241,1626.461,pronunciation,201811081001-444704-22956_
twenty,1.0,1626.521,1626.841,pronunciation,201811081001-444704-22956_
three,1.0,1626.841,1627.081,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Forty,1.0,1627.091,1627.461,pronunciation,201811081001-444704-22956_
six,1.0,1627.471,1627.741,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Response,0.6171,1627.751,1628.271,pronunciation,201811081001-444704-22956_
to,0.9961,1628.371,1628.711,pronunciation,201811081001-444704-22956_
Camp,0.9284,1629.141,1629.511,pronunciation,201811081001-444704-22956_
David,0.5328,1629.561,1629.861,pronunciation,201811081001-444704-22956_
seventy,0.9845,1631.611,1631.951,pronunciation,201811081001-444704-22956_
five,0.8926,1631.961,1632.161,pronunciation,201811081001-444704-22956_
OROVILLE,0.9041,1640.181,1640.581,pronunciation,201811081001-444704-22956_
track,0.506,1640.591,1640.821,pronunciation,201811081001-444704-22956_
United,0.6893,1640.831,1641.231,pronunciation,201811081001-444704-22956_
Golfing,0.2192,1641.731,1642.221,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
If,0.5224,1645.811,1645.921,pronunciation,201811081001-444704-22956_
you,0.9582,1646.021,1646.161,pronunciation,201811081001-444704-22956_
don't,0.9989,1646.161,1646.401,pronunciation,201811081001-444704-22956_
find,0.7517,1646.911,1647.151,pronunciation,201811081001-444704-22956_
seventy,0.5416,1647.711,1648.101,pronunciation,201811081001-444704-22956_
special,0.3663,1650.391,1650.791,pronunciation,201811081001-444704-22956_
OROVILLE,0.9896,1686.031,1686.521,pronunciation,201811081001-444704-22956_
covered,0.6093,1686.521,1686.891,pronunciation,201811081001-444704-22956_
their,0.398,1687.081,1687.251,pronunciation,201811081001-444704-22956_
wants,0.5018,1687.251,1687.571,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Twenty,0.9855,1695.851,1696.221,pronunciation,201811081001-444704-22956_
nine,0.964,1696.221,1696.421,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
That,0.6765,1702.521,1702.661,pronunciation,201811081001-444704-22956_
too,0.6078,1703.081,1703.501,pronunciation,201811081001-444704-22956_
medical,0.9758,1704.241,1704.791,pronunciation,201811081001-444704-22956_
seven,0.9997,1705.221,1705.531,pronunciation,201811081001-444704-22956_
nine,0.9981,1705.531,1705.731,pronunciation,201811081001-444704-22956_
seven,0.9999,1705.741,1706.011,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Elliot,0.306,1706.061,1706.401,pronunciation,201811081001-444704-22956_
wrote,0.9751,1706.401,1706.701,pronunciation,201811081001-444704-22956_
It's,0.5305,1708.221,1708.321,pronunciation,201811081001-444704-22956_
not,0.6379,1708.331,1708.501,pronunciation,201811081001-444704-22956_
over,0.5766,1708.501,1708.621,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
BUTTE-MEADOWS,0.4128,1725.33,1725.72,pronunciation,201811081001-444704-22956_
medical,0.9998,1725.77,1726.16,pronunciation,201811081001-444704-22956_
Possible,1.0,1726.16,1726.57,pronunciation,201811081001-444704-22956_
cardiac,1.0,1726.58,1727.05,pronunciation,201811081001-444704-22956_
seven,0.9883,1727.26,1727.5,pronunciation,201811081001-444704-22956_
nine,0.9418,1727.5,1727.69,pronunciation,201811081001-444704-22956_
seven,0.9995,1727.76,1728.04,pronunciation,201811081001-444704-22956_
Elliot,0.2152,1728.05,1728.36,pronunciation,201811081001-444704-22956_
Road,0.5392,1728.37,1728.71,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
Berkus,0.246,1729.91,1730.3,pronunciation,201811081001-444704-22956_
Auto,1.0,1730.32,1730.61,pronunciation,201811081001-444704-22956_
Repair,0.5384,1730.61,1731.1,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
please,0.1841,1731.95,1732.15,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Dr,0.5805,1732.16,1732.55,pronunciation,201811081001-444704-22956_
Fuller,0.2615,1733.11,1733.33,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Place,0.8458,1733.33,1733.62,pronunciation,201811081001-444704-22956_
twenty,0.9884,1734.9,1735.24,pronunciation,201811081001-444704-22956_
nine,0.9704,1735.24,1735.47,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Yeah,0.9446,1747.72,1748.02,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
like,0.9788,1748.03,1748.26,pronunciation,201811081001-444704-22956_
they're,0.4375,1748.26,1748.37,pronunciation,201811081001-444704-22956_
fighting,0.9881,1749.32,1749.76,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Report,0.4358,1752.02,1752.54,pronunciation,201811081001-444704-22956_
Teo,0.4602,1752.58,1753.06,pronunciation,201811081001-444704-22956_
Criticsclaims,0.6008,1753.7,1754.49,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
CONCOW,1.0,1755.4,1755.86,pronunciation,201811081001-444704-22956_
Road,0.4483,1755.87,1756.17,pronunciation,201811081001-444704-22956_
Wei,0.4246,1757.12,1759.65,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Have,0.9993,1759.65,1759.82,pronunciation,201811081001-444704-22956_
any,1.0,1759.82,1759.97,pronunciation,201811081001-444704-22956_
other,1.0,1759.97,1760.19,pronunciation,201811081001-444704-22956_
tax,0.4307,1760.2,1760.48,pronunciation,201811081001-444704-22956_
for,0.996,1761.64,1761.81,pronunciation,201811081001-444704-22956_
this,0.9383,1761.81,1761.98,pronunciation,201811081001-444704-22956_
area,0.9925,1761.99,1762.35,pronunciation,201811081001-444704-22956_
?,,nan,nan,punctuation,201811081001-444704-22956_
ENGINE,0.5685,1779.17,1779.37,pronunciation,201811081001-444704-22956_
nine,0.6277,1779.37,1779.56,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Thirty,1.0,1779.57,1779.79,pronunciation,201811081001-444704-22956_
three,1.0,1779.79,1780.11,pronunciation,201811081001-444704-22956_
way,0.913,1780.12,1781.9,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
We're,0.9742,1781.91,1782.03,pronunciation,201811081001-444704-22956_
going,0.9405,1782.03,1782.15,pronunciation,201811081001-444704-22956_
to,0.9339,1782.15,1782.21,pronunciation,201811081001-444704-22956_
go,1.0,1782.22,1782.31,pronunciation,201811081001-444704-22956_
out,1.0,1782.31,1782.53,pronunciation,201811081001-444704-22956_
for,0.3222,1782.64,1782.71,pronunciation,201811081001-444704-22956_
a,0.6519,1782.75,1783.08,pronunciation,201811081001-444704-22956_
fire,0.6749,1783.27,1783.83,pronunciation,201811081001-444704-22956_
on,0.996,1783.83,1783.9,pronunciation,201811081001-444704-22956_
the,0.9922,1783.9,1783.96,pronunciation,201811081001-444704-22956_
back,0.8879,1783.97,1784.22,pronunciation,201811081001-444704-22956_
station,0.5059,1791.91,1792.21,pronunciation,201811081001-444704-22956_
forty,0.9996,1792.21,1792.42,pronunciation,201811081001-444704-22956_
one,0.997,1792.42,1792.66,pronunciation,201811081001-444704-22956_
and,0.9946,1792.66,1792.77,pronunciation,201811081001-444704-22956_
just,0.9698,1792.77,1792.96,pronunciation,201811081001-444704-22956_
one,0.4579,1793.1,1793.21,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Eighty,0.9692,1793.21,1793.37,pronunciation,201811081001-444704-22956_
five,0.9997,1793.37,1793.7,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
Twenty,1.0,1799.92,1800.35,pronunciation,201811081001-444704-22956_
one,0.9294,1800.59,1800.86,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
eighty,0.9992,1801.62,1802.04,pronunciation,201811081001-444704-22956_
five,1.0,1802.04,1802.46,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
forty,0.9958,1806.13,1806.38,pronunciation,201811081001-444704-22956_
one,0.9966,1806.38,1806.61,pronunciation,201811081001-444704-22956_
",",,nan,nan,punctuation,201811081001-444704-22956_
forty,0.5983,1818.12,1818.54,pronunciation,201811081001-444704-22956_
.,,nan,nan,punctuation,201811081001-444704-22956_
FIRE,0.7845,8.24,8.52,pronunciation,201811080929-467022-25641_
years,0.5646,8.6,8.84,pronunciation,201811080929-467022-25641_
advising,0.9512,8.84,9.32,pronunciation,201811080929-467022-25641_
ninety,0.9866,9.33,9.59,pronunciation,201811080929-467022-25641_
seven,0.9827,9.59,9.88,pronunciation,201811080929-467022-25641_
Stress,0.8981,107.74,108.07,pronunciation,201811080929-467022-25641_
One,0.8504,108.07,108.4,pronunciation,201811080929-467022-25641_
ENGINE,0.9451,108.41,108.79,pronunciation,201811080929-467022-25641_
one,0.7876,108.79,109.06,pronunciation,201811080929-467022-25641_
Medic,0.5044,109.28,109.66,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Traffic,1.0,110.54,111.03,pronunciation,201811080929-467022-25641_
accident,0.9128,111.03,111.58,pronunciation,201811080929-467022-25641_
Probably,0.9965,111.8,112.28,pronunciation,201811080929-467022-25641_
four,0.9519,112.29,112.69,pronunciation,201811080929-467022-25641_
five,1.0,112.7,113.09,pronunciation,201811080929-467022-25641_
vehicles,0.997,113.09,113.52,pronunciation,201811080929-467022-25641_
involved,1.0,113.52,114.05,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Southdown,1.0,114.15,114.76,pronunciation,201811080929-467022-25641_
",",,nan,nan,punctuation,201811080929-467022-25641_
Highway,1.0,114.76,115.1,pronunciation,201811080929-467022-25641_
ninety,1.0,115.1,115.44,pronunciation,201811080929-467022-25641_
nine,1.0,115.44,115.86,pronunciation,201811080929-467022-25641_
",",,nan,nan,punctuation,201811080929-467022-25641_
COHASSET,0.655,116.19,116.75,pronunciation,201811080929-467022-25641_
ENGINE,1.0,152.7,153.05,pronunciation,201811080929-467022-25641_
one,0.6848,153.05,153.23,pronunciation,201811080929-467022-25641_
and,0.9734,153.23,153.39,pronunciation,201811080929-467022-25641_
trust,0.9666,153.39,153.69,pronunciation,201811080929-467022-25641_
one,0.8939,153.7,154.11,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Traffic,1.0,154.68,155.08,pronunciation,201811080929-467022-25641_
accident,0.9991,155.08,155.53,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Southdown,1.0,155.53,156.02,pronunciation,201811080929-467022-25641_
Highway,1.0,156.02,156.33,pronunciation,201811080929-467022-25641_
ninety,1.0,156.33,156.63,pronunciation,201811080929-467022-25641_
nine,1.0,156.63,157.03,pronunciation,201811080929-467022-25641_
",",,nan,nan,punctuation,201811080929-467022-25641_
Unknown,0.7812,159.32,159.71,pronunciation,201811080929-467022-25641_
on,0.9987,159.71,159.92,pronunciation,201811080929-467022-25641_
injuries,0.998,159.93,160.53,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
We'LL,0.5781,160.62,160.99,pronunciation,201811080929-467022-25641_
be,0.9997,160.99,161.14,pronunciation,201811080929-467022-25641_
advising,0.6487,161.14,161.65,pronunciation,201811080929-467022-25641_
you,0.9605,161.66,161.86,pronunciation,201811080929-467022-25641_
to,0.9358,161.88,161.96,pronunciation,201811080929-467022-25641_
be,0.975,161.97,162.21,pronunciation,201811080929-467022-25641_
at,0.9998,162.21,162.3,pronunciation,201811080929-467022-25641_
least,0.9998,162.3,162.49,pronunciation,201811080929-467022-25641_
forty,0.6407,162.5,162.8,pronunciation,201811080929-467022-25641_
five,0.9332,162.8,163.07,pronunciation,201811080929-467022-25641_
vehicles,0.9986,163.07,163.47,pronunciation,201811080929-467022-25641_
involved,0.9324,163.47,164.05,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
CHICO,0.1719,164.12,164.31,pronunciation,201811080929-467022-25641_
",",,nan,nan,punctuation,201811080929-467022-25641_
FIRE,0.9749,164.31,164.62,pronunciation,201811080929-467022-25641_
zero,0.9169,164.62,164.91,pronunciation,201811080929-467022-25641_
seven,1.0,164.92,165.22,pronunciation,201811080929-467022-25641_
thirty,0.6939,165.22,165.5,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
FIRE,1.0,168.99,169.69,pronunciation,201811080929-467022-25641_
available,1.0,170.31,171.14,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Always,0.9967,171.53,171.85,pronunciation,201811080929-467022-25641_
wanted,0.7456,171.86,172.12,pronunciation,201811080929-467022-25641_
places,0.7741,172.12,172.41,pronunciation,201811080929-467022-25641_
at,0.7335,172.41,172.52,pronunciation,201811080929-467022-25641_
once,0.8472,172.53,172.83,pronunciation,201811080929-467022-25641_
and,0.9931,174.39,174.79,pronunciation,201811080929-467022-25641_
place,0.9834,175.03,175.39,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Event,0.5171,175.39,175.73,pronunciation,201811080929-467022-25641_
in,0.6065,175.73,175.83,pronunciation,201811080929-467022-25641_
one,0.9941,175.84,176.18,pronunciation,201811080929-467022-25641_
zero,0.685,176.62,176.83,pronunciation,201811080929-467022-25641_
seven,1.0,176.84,177.13,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Thirty,1.0,177.13,177.44,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
What,1.0,197.84,198.15,pronunciation,201811080929-467022-25641_
number,0.936,198.16,198.42,pronunciation,201811080929-467022-25641_
for,0.9149,203.09,203.36,pronunciation,201811080929-467022-25641_
that,0.9633,203.36,203.54,pronunciation,201811080929-467022-25641_
It,0.9965,203.54,203.72,pronunciation,201811080929-467022-25641_
is,0.9882,203.72,203.87,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
FIRE,1.0,213.6,214.06,pronunciation,201811080929-467022-25641_
division,0.996,214.06,214.44,pronunciation,201811080929-467022-25641_
was,0.4169,214.44,214.61,pronunciation,201811080929-467022-25641_
not,0.622,216.72,216.97,pronunciation,201811080929-467022-25641_
responding,0.6941,217.04,217.5,pronunciation,201811080929-467022-25641_
to,0.8348,217.53,217.62,pronunciation,201811080929-467022-25641_
the,1.0,217.62,217.75,pronunciation,201811080929-467022-25641_
accident,0.9686,217.75,218.21,pronunciation,201811080929-467022-25641_
here,0.6074,218.22,218.37,pronunciation,201811080929-467022-25641_
at,0.2684,218.37,218.43,pronunciation,201811080929-467022-25641_
seven,0.9788,218.47,218.73,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Thirty,0.9226,218.73,218.95,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
CHICO,0.4141,223.75,223.95,pronunciation,201811080929-467022-25641_
FIRE,0.9989,223.96,224.42,pronunciation,201811080929-467022-25641_
",",,nan,nan,punctuation,201811080929-467022-25641_
because,0.7101,229.02,229.18,pronunciation,201811080929-467022-25641_
you,0.9999,229.19,229.29,pronunciation,201811080929-467022-25641_
haven't,0.8597,229.3,229.6,pronunciation,201811080929-467022-25641_
way,0.8463,229.61,232.84,pronunciation,201811080929-467022-25641_
are,0.9824,232.84,233.02,pronunciation,201811080929-467022-25641_
inundated,1.0,233.02,233.62,pronunciation,201811080929-467022-25641_
with,1.0,233.62,233.76,pronunciation,201811080929-467022-25641_
nine,0.9974,233.77,233.97,pronunciation,201811080929-467022-25641_
eleven,0.9668,233.97,234.3,pronunciation,201811080929-467022-25641_
right,1.0,234.31,234.55,pronunciation,201811080929-467022-25641_
now,1.0,234.55,234.81,pronunciation,201811080929-467022-25641_
.,,nan,nan,punctuation,201811080929-467022-25641_
Unable,0.9745,234.81,235.17,pronunciation,201811080929-467022-25641_
to,1.0,235.17,235.28,pronunciation,201811080929-467022-25641_
do,1.0,235.28,235.43,pronunciation,201811080929-467022-25641_
anything,1.0,235.43,235.82,pronunciation,201811080929-467022-25641_
but,0.8844,235.83,235.99,pronunciation,201811080929-467022-25641_
meets,0.4603,235.99,236.2,pronunciation,201811080929-467022-25641_
The,0.8867,236.21,236.32,pronunciation,201811080929-467022-25641_
