text,speaker_start,speaker_end,speaker_length,speaker,sentence,word_confidence,avg_confidence,min_conf,feed,location,state,feed_name,department,INTPTLON,INTPTLAT,ID_PLACES,text_clean,contains_fire,contains_evac,start_time,end_time
"OROVILLE . What ? Stand by for now . Point one sixty one , forty one , seventy six . Start a second . Forgot . It's already kind of cross in that area headed sort of CONCOW area . All of the resources pays state until we get a report back from Mum , that is twenty one . Can I see a coffee ? And this really is just medical resource quarter . We have to strike teams of ENGINE one from humbles one from last load off at the time . And what's getting news ? Not not . They're attacking . Can I see it The least . We can get something out of thirty zero . One hundred . There's also a type one helicopter Out of the way . God be with you . Overwater Under forty years , funding copy . FIRE lines down . State ",904.017,911.827,7.809999999999945,spk_7,126.0,"[0.4809, nan, 0.9374, nan, 0.4136, 0.4043, 0.9937, 1.0, nan, 0.9469, 0.373, 0.9957, 1.0, nan, 0.8294, 0.9948, nan, 0.8224, 0.6776, nan, 0.5897, 0.599, 0.9536, nan, 0.3209, nan, 0.9702, 1.0, 1.0, 1.0, 0.8472, 0.9047, 1.0, 1.0, 0.9075, 0.221, 0.1871, 1.0, 0.9078, nan, 1.0, 1.0, 0.7384, 0.9921, 0.5118, 0.2789, 0.9994, 1.0, 1.0, 0.9988, 0.9965, 1.0, 1.0, 0.3411, nan, 0.5481, 0.385, 0.9661, 0.9883, nan, 0.9524, 0.992, 0.9018, 0.4303, 0.9882, nan, 0.5117, 0.8275, 0.6158, 0.6494, 0.4958, 0.1281, 0.9772, 0.8813, nan, 0.9983, 0.9992, 0.9918, 0.9997, 0.9864, 1.0, 0.9921, 0.7344, 0.9992, 0.5895, 0.5747, 1.0, 1.0, 1.0, 0.9985, 0.861, 0.2726, 0.7928, nan, 1.0, 0.5841, 0.802, 0.995, nan, 0.9345, 0.9071, nan, 0.2969, 0.2554, nan, 0.7711, 0.9997, 1.0, 0.9535, 0.9318, 0.9295, nan, 1.0, 0.5296, 1.0, 0.9998, 0.5781, 0.5781, 1.0, 0.7128, nan, 0.5422, 0.9674, nan, 0.9595, 1.0, 0.9617, 0.9745, 0.9902, 0.9292, 1.0, 1.0, 0.0841, 0.2005, nan, 0.749, 0.7106, 0.713, 0.4748, nan, 0.529, 0.868, 0.9996, 0.6164, nan, 0.9107, 0.5453, nan, 0.94, 0.7554, 0.9999, nan, 0.3699]",0.7946445312499999,0.0841,201811080901-584135-22956_,"['OROVILLE', 'CONCOW']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.513493]","[39.4954747, 39.7703164]","['OROVILLE', 'CONCOW']",oroville what stand by for now point one sixty one forty one seventy six start a second forgot it s already kind of cross in that area headed sort of concow area all of the resources pays state until we get a report back from mum that is twenty one can i see a coffee and this really is just medical resource quarter we have to strike teams of engine one from humbles one from last load off at the time and what s getting news not not they re attacking can i see it the least we can get something out of thirty zero one hundred there s also a type one helicopter out of the way god be with you overwater under forty years funding copy fire lines down state,1,0,2018-11-08 07:16:04-08:00,2018-11-08 07:16:11-08:00
transmitting any other year . Forty one eighteen for now . Toilet fifty one twenty one seventy six B . FIRE Full authority in that area headed towards CONCOW area . All of the resources needed to wait until we get a report back from Month twenty . One way of the one from couples . Want some low doc at this time ? Any news ? BERRY-CREEK ,189.308,197.268,7.960000000000008,spk_2,22.0,"[0.7153, 1.0, 0.9521, 0.5355, nan, 0.8821, 0.9987, 1.0, 0.8408, 0.9994, nan, 0.5343, 0.9386, 0.9703, 1.0, 1.0, 1.0, 0.9863, 0.5193, nan, 0.6117, 0.9019, 0.9984, 1.0, 1.0, 1.0, 0.9464, 0.4214, 1.0, 1.0, nan, 1.0, 0.9901, 0.9969, 0.9294, 0.5465, 0.4324, 0.3498, 0.9995, 0.9961, 1.0, 0.9973, 0.999, 1.0, 0.9994, 0.5358, 0.9994, nan, 0.9981, 0.644, 1.0, 0.0807, 0.753, 0.7187, 0.3085, nan, 0.326, 0.7132, 0.6916, 0.4134, 0.8785, 0.577, 0.8817, nan, 0.8423, 0.9724, nan, 0.7525]",0.8179283333333334,0.0807,201811080913-878163-1929_,"['BERRY CREEK', 'CONCOW']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.4053968, -121.513493]","[39.6315367, 39.7703164]","['BERRY CREEK', 'CONCOW']",transmitting any other year forty one eighteen for now toilet fifty one twenty one seventy six b fire full authority in that area headed towards concow area all of the resources needed to wait until we get a report back from month twenty one way of the one from couples want some low doc at this time any news berry creek,1,0,2018-11-08 07:16:09-08:00,2018-11-08 07:16:17-08:00
attended one reportedly FIRE last founding and customs and your mobile home Park . Seven . No . One . He's last in avenues . Bases one forty one forty two . ,925.177,925.997,0.8199999999999363,spk_3,128.0,"[0.2433, 0.522, 0.4216, 0.667, 0.5281, 0.3225, 0.2381, 0.5805, 0.3827, 0.0684, 1.0, 1.0, 0.9889, nan, 0.9988, nan, 0.4518, nan, 0.9281, nan, 0.9182, 0.9314, 0.6299, 0.4929, nan, 0.5279, 0.8051, 0.9836, 1.0, 0.9604, 0.5276, nan]",0.6584153846153846,0.0684,201811080901-584135-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],attended one reportedly fire last founding and customs and your mobile home park seven no one he s last in avenues bases one forty one forty two,1,0,2018-11-08 07:16:25-08:00,2018-11-08 07:16:25-08:00
You just ,929.607,930.057,0.4500000000000455,spk_1,129.0,"[0.9597, 0.9829]",0.9713,0.9597,201811080901-584135-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],you just,0,0,2018-11-08 07:16:29-08:00,2018-11-08 07:16:30-08:00
colony's ,930.067,932.657,2.590000000000032,spk_7,130.0,[0.5473],0.5473,0.5473,201811080901-584135-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],colony s,0,0,2018-11-08 07:16:30-08:00,2018-11-08 07:16:32-08:00
"sixty four instead of three companies that buy these twenty street . The male and female walking he found on twentieth from hearing about the female is getting a male . They're both walking together , but the female was still hitting . The males have a say on clothing . Giovanni , hurry , Teo seven . Ninety seven sixty four ninety seven seventy If there's any paper , physical way contamination . Wait ! We have another Pia advising that it was still crawling . They're getting on a bus nails and then report us . Yes . What ? I'm trying to get set up . Get on a number fourteen buses in front of FIRE Collision . Wait , I'LL try and call the line . What number fourteen It's going towards . ",1001.352,1009.102,7.75,spk_6,20.0,"[0.7686, 0.593, 0.2071, 0.2073, 0.8262, 0.723, 0.936, 0.5587, 1.0, 1.0, 0.6299, nan, 0.6789, 1.0, 1.0, 0.9998, 0.9999, 0.2142, 0.5163, 1.0, 0.9951, 1.0, 0.4763, 1.0, 0.9427, 0.9981, 0.9092, 0.6145, 0.9654, 0.7646, nan, 0.7706, 0.9613, 0.6739, 1.0, nan, 0.9986, 0.8688, 0.9911, 0.5017, 1.0, 0.6905, nan, 0.8643, 0.8004, 0.7635, 1.0, 0.77, 0.9052, 0.9989, nan, 0.3603, nan, 0.1568, nan, 0.5306, 0.7695, nan, 0.9917, 0.992, 0.9988, 0.8472, 0.8314, 0.9972, 0.7569, 0.4695, 0.9865, 0.9982, 0.4869, nan, 0.375, 0.9182, 0.4218, nan, 0.3553, nan, 0.86, 0.9758, 1.0, 0.5119, 0.6983, 0.6825, 0.9136, 0.9872, 1.0, 0.1628, nan, 0.7173, 1.0, 1.0, 1.0, 1.0, 0.293, 0.9001, 0.8239, 0.9844, 0.6696, nan, 0.9941, nan, 0.86, nan, 0.9962, 1.0, 1.0, 0.9967, 0.181, 0.1856, nan, 0.989, 0.8326, 0.4888, 0.9952, 1.0, 0.7751, 0.9235, 0.9235, 1.0, 0.8125, 0.7438, nan, 0.9504, nan, 0.6056, 0.7087, 0.7087, 0.607, 0.761, 0.5023, nan, 0.6366, 1.0, 1.0, 0.4038, 1.0, 0.7515, nan]",0.7849658119658119,0.1568,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],sixty four instead of three companies that buy these twenty street the male and female walking he found on twentieth from hearing about the female is getting a male they re both walking together but the female was still hitting the males have a say on clothing giovanni hurry teo seven ninety seven sixty four ninety seven seventy if there s any paper physical way contamination wait we have another pia advising that it was still crawling they re getting on a bus nails and then report us yes what i m trying to get set up get on a number fourteen buses in front of fire collision wait i ll try and call the line what number fourteen it s going towards,1,0,2018-11-08 07:16:41-08:00,2018-11-08 07:16:49-08:00
last in Abbottabad . Cause of that Florence SMOKE a whole part of space will be one forty two . FIRE ,943.527,943.827,0.2999999999999545,spk_3,132.0,"[0.9973, 0.6907, 0.6571, nan, 0.571, 0.6653, 0.3078, 0.2565, 0.26, 0.1959, 0.2843, 0.2116, 0.1761, 0.3849, 0.9781, 0.9969, 0.6127, 1.0, 0.9183, nan, 0.7092]",0.5722999999999999,0.1761,201811080901-584135-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],last in abbottabad cause of that florence smoke a whole part of space will be one forty two fire,1,0,2018-11-08 07:16:43-08:00,2018-11-08 07:16:43-08:00
"And in one report of a fire alarm sounding customs and mobile home park seven No . One , he's last in avenues bases one forty one forty two ",1010.072,1010.572,0.5,spk_3,21.0,"[0.6766, 0.6785, 0.9651, 0.3455, 0.3258, 0.7043, 0.8267, 0.5373, 1.0, 0.966, 0.9813, 0.9092, 0.9575, 0.818, 0.9978, 0.4168, nan, 0.9066, nan, 0.9112, 0.9833, 0.844, 0.7552, 0.7035, 0.7737, 0.9994, 1.0, 0.9809, 0.6061]",0.7988999999999999,0.3258,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],and in one report of a fire alarm sounding customs and mobile home park seven no one he s last in avenues bases one forty one forty two,1,0,2018-11-08 07:16:50-08:00,2018-11-08 07:16:50-08:00
female parking NORD ,1022.559,1023.269,0.7100000000000364,spk_6,24.0,"[0.4038, 0.421, 0.4843]",0.4363666666666666,0.4038,201811080900-205450-25641_,['NORD'],CA,Chico_Police_Dispatch,POLICE,[-121.9549057],[39.7737878],['NORD'],female parking nord,0,0,2018-11-08 07:17:02-08:00,2018-11-08 07:17:03-08:00
I ,260.988,261.268,0.2799999999999727,spk_4,33.0,[0.5107],0.5107,0.5107,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],i,0,0,2018-11-08 07:17:20-08:00,2018-11-08 07:17:21-08:00
"got off the phone . That way . That way . Help up there . I'm getting out . There are gonna be calling that are helping back . Well , comedy for communication . Going , going way Contact with now That up right now and then a contact that we have a warrant . ",260.928,260.958,0.03000000000002956,spk_1,32.0,"[0.9998, 0.9962, 1.0, 1.0, nan, 1.0, 0.9987, nan, 1.0, 0.9777, nan, 0.9999, 0.8764, 0.9977, nan, 0.9919, 1.0, 1.0, nan, 0.8988, 0.8186, 0.6008, 0.6614, 0.9639, 0.7811, 0.8512, 0.7682, 0.711, nan, 0.9079, nan, 0.4099, 0.6594, 0.4694, nan, 0.842, nan, 0.9437, 0.5627, 0.8559, 0.7744, 0.1362, 0.7567, 0.6781, 1.0, 1.0, 0.8766, 0.6131, 0.7381, 0.8261, 0.9851, 0.4502, 0.9894, 0.9698, 0.7449, nan]",0.8278891304347828,0.1362,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],got off the phone that way that way help up there i m getting out there are gonna be calling that are helping back well comedy for communication going going way contact with now that up right now and then a contact that we have a warrant,0,0,2018-11-08 07:17:20-08:00,2018-11-08 07:17:20-08:00
and one FIRE seven Last Navid Because with the whole it'LL be one forty two FIRE ! ,1044.349,1044.879,0.5299999999999727,spk_3,28.0,"[0.8231, 0.483, 0.6074, 0.5113, 0.9888, 0.1355, 0.6754, 0.9642, 0.2024, 0.6287, 0.4444, 0.9925, 0.8279, 1.0, 0.9487, 0.3562, nan]",0.66184375,0.1355,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],and one fire seven last navid because with the whole it ll be one forty two fire,1,0,2018-11-08 07:17:24-08:00,2018-11-08 07:17:24-08:00
Thank you . All right . That's good for our hearts . Go ,1083.499,1084.899,1.3999999999998636,spk_0,32.0,"[0.9994, 0.9984, nan, 0.4255, 0.4335, nan, 0.5151, 0.923, 0.9941, 0.3548, 0.2355, nan, 0.3703]",0.62496,0.2355,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],thank you all right that s good for our hearts go,0,0,2018-11-08 07:18:03-08:00,2018-11-08 07:18:04-08:00
Any seven cut for the female ? ,1088.569,1089.439,0.8700000000001182,spk_3,33.0,"[0.6914, 0.9149, 0.9556, 1.0, 1.0, 1.0, nan]",0.9269833333333333,0.6914,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],any seven cut for the female,0,0,2018-11-08 07:18:08-08:00,2018-11-08 07:18:09-08:00
"can't , But you can't be like the evacuation . Currently , if they have a mandatory evacuation for pulled it out of this , I have going way back . You could tell that we're likely to get an evacuation warning CONCOW , ",309.668,313.858,4.189999999999998,spk_2,43.0,"[0.7898, nan, 0.9967, 0.1457, 0.8459, 0.5671, 0.6617, 0.3158, 0.6627, nan, 0.9598, nan, 0.2597, 0.9747, 1.0, 1.0, 1.0, 0.8441, 0.7639, 0.959, 0.9251, 0.9686, 0.955, 0.268, nan, 0.7558, 0.9397, 0.9731, 0.7829, 0.9198, nan, 1.0, 0.9476, 0.9608, 1.0, 0.7929, 1.0, 0.9302, 0.8415, 0.715, 1.0, 0.8865, 0.9997, nan]",0.8239157894736843,0.1457,201811080913-878163-1929_,['CONCOW'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.513493],[39.7703164],['CONCOW'],can t but you can t be like the evacuation currently if they have a mandatory evacuation for pulled it out of this i have going way back you could tell that we re likely to get an evacuation warning concow,0,1,2018-11-08 07:18:09-08:00,2018-11-08 07:18:13-08:00
"Never remember Edwards wa ninety two a days , Another half hour ",1125.419,1126.969,1.5499999999999545,spk_6,38.0,"[0.4902, 0.9417, 0.5968, 0.3264, 0.7155, 0.7075, 0.621, 0.9147, nan, 0.567, 0.7841, 0.365]",0.6390818181818183,0.3264,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],never remember edwards wa ninety two a days another half hour,0,0,2018-11-08 07:18:45-08:00,2018-11-08 07:18:46-08:00
FIRE reply in places that you want Stop being a place of ENGINE here . Seven . ,1139.549,1141.539,1.990000000000009,spk_0,40.0,"[0.9864, 0.5174, 0.7603, 0.7979, 0.9913, 0.988, 0.9828, 0.2916, 0.2771, 0.2133, 1.0, 1.0, 0.9828, 0.5236, nan, 0.3578, nan]",0.7113533333333333,0.2133,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],fire reply in places that you want stop being a place of engine here seven,1,0,2018-11-08 07:18:59-08:00,2018-11-08 07:19:01-08:00
Many things for me . You guys were out for the season for with Miller Good ,1201.423,1202.263,0.8399999999999181,spk_5,44.0,"[0.9199, 0.6797, 0.6213, 0.7162, nan, 0.1517, 0.194, 0.0793, 0.9946, 0.2128, 0.9161, 0.1981, 0.646, 0.8021, 0.6907, 0.9842]",0.5871133333333333,0.0793,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],many things for me you guys were out for the season for with miller good,0,0,2018-11-08 07:20:01-08:00,2018-11-08 07:20:02-08:00
But wait twenty seven seventeen . Right . YANKEE-HILL . You're ,434.595,437.795,3.1999999999999886,spk_4,50.0,"[0.9458, 0.9546, 0.9996, 0.9622, 0.4115, nan, 0.5342, nan, 0.7357, nan, 0.9411]",0.8105875,0.4115,201811080913-878163-1929_,['YANKEE HILL'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.5165419],[39.6963388],['YANKEE HILL'],but wait twenty seven seventeen right yankee hill you re,0,0,2018-11-08 07:20:14-08:00,2018-11-08 07:20:17-08:00
"confident all the residents out of four guys at a number of people . You know , when I get turned around and headed back the other way ? ",447.345,448.175,0.8299999999999841,spk_7,53.0,"[0.9977, 1.0, 1.0, 1.0, 0.9654, 0.9739, 0.6029, 0.6236, 0.5161, 0.999, 1.0, 1.0, 1.0, nan, 0.9829, 0.9867, nan, 0.9987, 0.9988, 1.0, 0.982, 0.9993, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]",0.9471923076923077,0.5161,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],confident all the residents out of four guys at a number of people you know when i get turned around and headed back the other way,0,0,2018-11-08 07:20:27-08:00,2018-11-08 07:20:28-08:00
"Okay , that was ",448.185,450.325,2.1399999999999864,spk_4,54.0,"[0.7724, nan, 0.8926, 0.8883]",0.8511000000000001,0.7724,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],okay that was,0,0,2018-11-08 07:20:28-08:00,2018-11-08 07:20:30-08:00
with two n's Alexander thirty nineteen ninety one ,1260.863,1262.783,1.9199999999998454,spk_0,46.0,"[1.0, 0.1961, 0.0522, 0.4547, 0.7934, 0.9836, 1.0, 0.9994]",0.684925,0.0522,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],with two n s alexander thirty nineteen ninety one,0,0,2018-11-08 07:21:00-08:00,2018-11-08 07:21:02-08:00
ninety seven . CHICO Returned . Thirty seven Tell our Valley has a follow that previously being suicidal . Hostile to beauty . Currently clear with contacts ,1307.323,1307.743,0.4199999999998454,spk_5,50.0,"[0.8416, 0.8059, nan, 0.5358, 0.6598, nan, 0.6383, 0.9229, 0.1018, 0.1568, 0.839, 0.9991, 0.9973, 0.9994, 0.9937, 1.0, 0.8292, 0.9349, nan, 0.6062, 0.5789, 0.5747, nan, 0.9965, 0.9982, 0.9958, 0.5453]",0.763091304347826,0.1018,201811080900-205450-25641_,['CHICO'],CA,Chico_Police_Dispatch,POLICE,[-121.8183895],[39.7554055],['CHICO'],ninety seven chico returned thirty seven tell our valley has a follow that previously being suicidal hostile to beauty currently clear with contacts,0,0,2018-11-08 07:21:47-08:00,2018-11-08 07:21:47-08:00
"every night . Say it . Animated washing is angry , but never had ",1331.953,1333.833,1.8800000000001091,spk_0,54.0,"[0.9904, 0.9901, nan, 0.8892, 0.2828, nan, 0.9792, 0.9683, 0.8073, 1.0, nan, 0.9994, 1.0, 0.4984]",0.8550090909090909,0.2828,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],every night say it animated washing is angry but never had,0,0,2018-11-08 07:22:11-08:00,2018-11-08 07:22:13-08:00
many together . Male is clear . Got ,1337.023,1337.083,0.060000000000172804,spk_3,56.0,"[1.0, 1.0, nan, 0.8813, 0.5114, 0.9876, nan, 0.837]",0.8695499999999999,0.5114,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],many together male is clear got,0,0,2018-11-08 07:22:17-08:00,2018-11-08 07:22:17-08:00
"Copy , Check . Local on Michael Harrigan , a thirteen of eighty Correction . Eight . Fifteen of eighteen . How's it going ? Something here . Get cleared . Get out ! BIGGS , It's also clear you copy right ? ",677.212,677.782,0.57000000000005,spk_2,16.0,"[0.9381, nan, 0.6269, nan, 1.0, 0.9987, 0.9994, 0.9983, nan, 0.6488, 1.0, 0.9965, 0.9636, 0.9982, nan, 0.8714, nan, 1.0, 0.8854, 0.446, nan, 0.1619, 0.1556, 0.1924, nan, 0.6871, 0.559, nan, 0.3837, 0.4279, nan, 0.4452, 0.463, nan, 0.7249, nan, 0.6681, 0.7238, 0.9995, 0.2579, 0.6896, 0.3058, nan]",0.684409677419355,0.1556,201811080911-136992-26936_,['BIGGS'],CA,Oroville_Police_Fire,BOTH,[-121.7100758],[39.4132906],['BIGGS'],copy check local on michael harrigan a thirteen of eighty correction eight fifteen of eighteen how s it going something here get cleared get out biggs it s also clear you copy right,0,0,2018-11-08 07:22:17-08:00,2018-11-08 07:22:17-08:00
it . What are you ? ,1369.523,1370.313,0.790000000000191,spk_0,60.0,"[0.8233, nan, 0.2942, 0.8565, 0.2883, nan]",0.565575,0.2883,201811080900-205450-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],it what are you,0,0,2018-11-08 07:22:49-08:00,2018-11-08 07:22:50-08:00
"twenty six . He weighed notification and they were coming out twenty one seventy six down there . FIRE brother Down ! Rolling back into PHRASE . Wait , You're coming out of our way . Horrible twenty one EVACUATE ID if they have a representative a lot . Divide . The floor has been evacuated . If you could have them and then NORD starts going toward area . We're probably gonna have an evacuation in the Camelot area . Having fun entry . They work their way back towards God and have them have a representative . Would you like any EVACUATE ? Morning . We're working on it . Exact area is part of the first morning . Twenty five PHRASE . Wayne has that thing with you . Wait . What ? ",637.011,637.631,0.6200000000000045,spk_2,82.0,"[1.0, 0.5197, nan, 0.1279, 0.292, 0.6686, 0.8478, 0.954, 0.9991, 1.0, 1.0, 0.902, 0.9751, 0.9877, 0.9738, 1.0, 0.5546, nan, 0.9923, 0.5548, 0.9198, nan, 0.899, 1.0, 0.5336, 0.4109, nan, 0.3789, nan, 0.1609, 0.9982, 0.9975, 0.9943, 0.9952, 0.9982, nan, 0.9559, 1.0, 0.9963, 0.7028, 0.5755, 0.5027, 1.0, 1.0, 1.0, 0.999, 0.4547, 0.4656, nan, 0.2163, nan, 0.4274, 0.3498, 0.5824, 0.7794, 0.3209, nan, 0.9088, 0.9994, 0.9988, 1.0, 1.0, 0.8724, 0.894, 0.3013, 0.6885, 1.0, 0.5123, 0.9503, nan, 0.995, 0.9989, 0.9792, 1.0, 0.9724, 1.0, 1.0, 1.0, 0.96, 0.9968, nan, 0.999, 0.8775, 0.9332, nan, 0.301, 0.8294, 0.9983, 1.0, 0.9923, 0.4612, 0.9648, 0.9018, 0.9978, 0.9154, 1.0, 1.0, 0.9982, nan, 1.0, 1.0, 1.0, 1.0, 0.6673, nan, 0.6371, nan, 0.9785, 1.0, 1.0, 0.461, nan, 0.9994, 0.8822, 0.2518, 0.988, 0.9991, 0.5976, 0.5402, 0.9382, nan, 1.0, 0.619, 0.7812, nan, 0.2702, 0.4396, 0.8145, 0.5462, 0.9109, 0.0908, nan, 0.6801, nan, 0.7603, nan]",0.8001373913043478,0.0908,201811080913-878163-1929_,['NORD'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.9549057],[39.7737878],['NORD'],twenty six he weighed notification and they were coming out twenty one seventy six down there fire brother down rolling back into phrase wait you re coming out of our way horrible twenty one evacuate id if they have a representative a lot divide the floor has been evacuated if you could have them and then nord starts going toward area we re probably gonna have an evacuation in the camelot area having fun entry they work their way back towards god and have them have a representative would you like any evacuate morning we re working on it exact area is part of the first morning twenty five phrase wayne has that thing with you wait what,1,1,2018-11-08 07:23:37-08:00,2018-11-08 07:23:37-08:00
Their personal ,637.631,639.831,2.2000000000000455,spk_4,83.0,"[0.4518, 0.5144]",0.4831,0.4518,201811080913-878163-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],their personal,0,0,2018-11-08 07:23:37-08:00,2018-11-08 07:23:39-08:00
